aX0,aY0,aZ0,gX0,gY0,gZ0,aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2,aX3,aY3,aZ3,gX3,gY3,gZ3,aX4,aY4,aZ4,gX4,gY4,gZ4,aX5,aY5,aZ5,gX5,gY5,gZ5,aX6,aY6,aZ6,gX6,gY6,gZ6,aX7,aY7,aZ7,gX7,gY7,gZ7,aX8,aY8,aZ8,gX8,gY8,gZ8,aX9,aY9,aZ9,gX9,gY9,gZ9,aX10,aY10,aZ10,gX10,gY10,gZ10,aX11,aY11,aZ11,gX11,gY11,gZ11,aX12,aY12,aZ12,gX12,gY12,gZ12,aX13,aY13,aZ13,gX13,gY13,gZ13,aX14,aY14,aZ14,gX14,gY14,gZ14,aX15,aY15,aZ15,gX15,gY15,gZ15,aX16,aY16,aZ16,gX16,gY16,gZ16,aX17,aY17,aZ17,gX17,gY17,gZ17,aX18,aY18,aZ18,gX18,gY18,gZ18,aX19,aY19,aZ19,gX19,gY19,gZ19,aX20,aY20,aZ20,gX20,gY20,gZ20,aX21,aY21,aZ21,gX21,gY21,gZ21,aX22,aY22,aZ22,gX22,gY22,gZ22,aX23,aY23,aZ23,gX23,gY23,gZ23,aX24,aY24,aZ24,gX24,gY24,gZ24,aX25,aY25,aZ25,gX25,gY25,gZ25,aX26,aY26,aZ26,gX26,gY26,gZ26,aX27,aY27,aZ27,gX27,gY27,gZ27,aX28,aY28,aZ28,gX28,gY28,gZ28,aX29,aY29,aZ29,gX29,gY29,gZ29,aX30,aY30,aZ30,gX30,gY30,gZ30,aX31,aY31,aZ31,gX31,gY31,gZ31,aX32,aY32,aZ32,gX32,gY32,gZ32,aX33,aY33,aZ33,gX33,gY33,gZ33,aX34,aY34,aZ34,gX34,gY34,gZ34,aX35,aY35,aZ35,gX35,gY35,gZ35,aX36,aY36,aZ36,gX36,gY36,gZ36,aX37,aY37,aZ37,gX37,gY37,gZ37,aX38,aY38,aZ38,gX38,gY38,gZ38,aX39,aY39,aZ39,gX39,gY39,gZ39,aX40,aY40,aZ40,gX40,gY40,gZ40,aX41,aY41,aZ41,gX41,gY41,gZ41,aX42,aY42,aZ42,gX42,gY42,gZ42,aX43,aY43,aZ43,gX43,gY43,gZ43,aX44,aY44,aZ44,gX44,gY44,gZ44,aX45,aY45,aZ45,gX45,gY45,gZ45,aX46,aY46,aZ46,gX46,gY46,gZ46,aX47,aY47,aZ47,gX47,gY47,gZ47,aX48,aY48,aZ48,gX48,gY48,gZ48,aX49,aY49,aZ49,gX49,gY49,gZ49,target
16.786,2.265,-11.296,-0.388,3.633,1.579,9.541,1.350,-8.851,-0.996,4.366,3.012,3.855,5.693,-8.911,-2.744,4.366,1.699,-0.716,2.136,6.639,4.352,-0.667,0.800,8.143,1.683,-6.450,1.344,-2.739,-1.474,8.576,4.365,-5.006,-1.577,-2.854,-3.235,7.707,-6.005,-9.464,1.084,0.845,-4.366,6.148,1.949,-4.779,-0.067,1.170,-0.550,8.241,2.107,-6.756,-0.151,0.577,-0.562,8.571,3.136,-6.967,-0.447,-0.772,-0.894,7.202,9.658,-5.775,-3.303,-4.366,-2.113,9.239,8.497,-11.918,-4.366,-3.059,-0.040,6.732,8.657,-8.796,-4.366,2.891,1.491,5.442,2.492,-9.479,-4.366,3.934,2.277,9.105,1.674,-4.870,-2.369,4.366,3.025,6.881,6.366,-0.321,-1.736,4.366,3.250,6.847,2.172,-3.326,-1.882,4.366,0.620,3.627,-0.043,4.149,-0.539,4.199,-0.100,2.983,2.588,4.518,0.434,2.020,-0.513,-0.713,10.953,11.880,-0.609,2.507,-0.797,-7.207,4.640,12.783,-0.067,-1.713,0.544,0.328,5.921,8.279,0.140,-3.265,1.763,7.247,3.788,4.566,0.209,-2.809,1.513,10.211,2.490,1.568,0.426,-0.573,2.561,19.613,15.871,-8.693,1.249,1.557,4.366,11.947,2.569,2.658,-2.111,-0.742,2.783,12.304,-2.284,0.785,-3.244,-0.553,-3.667,10.199,1.954,2.169,-1.400,-2.673,-4.366,12.366,0.077,-1.899,0.901,4.317,1.750,7.362,6.105,7.084,4.258,4.366,1.474,-0.201,0.409,7.180,2.343,3.697,4.366,1.788,2.550,8.157,2.389,3.603,4.366,1.939,2.263,9.110,-0.136,1.750,4.366,0.062,2.004,5.890,-1.461,0.363,-0.587,1.563,-2.622,7.669,-0.295,-0.246,-4.366,2.504,3.438,8.885,2.342,-0.347,-4.366,4.345,6.694,6.483,1.839,-4.227,-4.366,4.843,11.734,10.319,1.818,1.177,-2.744,3.354,11.806,3.881,0.032,1.308,-2.900,2.926,10.767,1.705,-0.650,-1.804,1.671,3.033,10.628,1.774,-2.474,-0.965,2.915,14.454,4.901,-2.782,-1.963,-3.370,-1.152,14.155,13.489,-3.282,-1.376,-0.282,-2.754,8.181,-2.600,2.583,-4.366,-0.145,3.020,12.177,-14.372,1.755,-4.366,0.103,2.848,3.369,-19.613,0.728,-1.877,3.049,2.214,4.738,-14.607,1.901,-0.295,2.617,1.063,-1.422,-7.144,4.334,2.772,1.502,3.853,-0.520,-1.961,7.980,4.232,0.954,2.066,0.563,0.620,10.044,4.366,-2.095,4.366,0
6.653,8.315,7.994,4.366,-1.723,3.013,8.124,11.068,9.421,2.013,-0.613,1.273,10.590,11.317,11.466,-0.812,0.678,0.234,-3.235,6.642,3.857,-2.105,1.563,-4.366,1.405,-4.192,7.190,-3.689,-2.034,-4.366,2.995,-3.768,7.784,-1.124,-2.021,-2.032,6.314,5.729,6.091,-1.226,-2.369,-1.060,16.295,-9.093,7.444,-3.284,-4.025,-1.810,11.138,-6.270,3.242,-2.074,-1.688,-0.814,8.911,-5.737,3.632,-1.003,-1.466,-1.199,12.127,-7.535,4.487,0.216,-1.828,-4.366,5.681,-8.583,1.104,0.119,-2.706,-3.933,13.034,-0.299,5.109,-1.395,-0.309,-2.010,12.862,0.555,3.991,0.585,2.467,-2.785,6.100,1.355,6.510,1.614,2.953,-1.158,6.235,1.714,8.461,1.564,2.787,-1.370,-1.032,5.634,7.693,0.769,1.990,-1.564,-2.124,8.174,8.760,-0.370,-0.983,-0.819,0.558,5.389,9.524,-0.037,-0.722,0.406,-0.642,5.792,8.780,-0.185,-1.460,1.670,5.521,4.391,5.464,1.325,-3.761,3.425,6.072,3.007,7.333,1.124,-3.198,4.366,10.247,7.214,4.532,2.034,-3.928,-4.366,10.513,0.139,3.249,-0.471,-1.733,2.204,11.341,-3.697,2.052,-0.676,-2.783,-3.009,11.337,1.120,-3.299,-2.081,-2.566,-4.366,10.920,3.105,4.003,-2.195,1.633,-1.245,9.002,-0.532,2.717,-0.644,1.592,-2.294,9.038,1.551,-0.582,1.676,2.911,-0.505,10.637,3.996,2.983,1.459,3.510,-0.460,11.928,2.358,-8.775,4.366,4.366,4.366,4.063,5.918,1.549,0.484,-0.186,-2.061,4.444,12.074,6.551,-2.359,0.065,-2.434,3.524,7.654,4.568,-1.264,-0.658,-2.194,1.640,8.265,3.098,0.354,-1.473,-4.366,6.246,9.337,2.121,2.803,-2.152,-4.366,1.791,8.449,3.230,0.877,-1.112,-1.365,-1.590,4.999,5.514,1.272,-1.927,-2.360,-1.695,15.921,3.196,1.764,-1.070,-1.544,-1.484,10.139,0.608,1.422,-0.663,-0.073,-0.646,9.222,0.974,0.927,0.370,0.991,-0.311,10.324,2.516,3.682,1.378,2.011,4.851,12.455,-0.950,-0.138,2.770,0.593,8.147,11.990,-6.294,-4.366,4.366,0.793,19.613,19.613,-7.980,-2.737,-4.366,4.366,7.039,7.278,-0.206,0.487,0.285,0.105,5.569,7.558,-1.695,-0.497,-0.384,-1.791,5.531,8.018,-2.739,-1.312,-2.102,-2.006,1.743,7.815,1.358,-0.842,-1.866,-2.039,-2.665,7.003,3.802,-1.523,-1.162,-3.421,0
-6.735,7.163,10.463,0.483,1.844,1.937,-9.431,3.953,8.780,2.588,1.423,1.196,-5.775,4.726,3.029,0.046,2.685,-0.497,-4.130,7.027,4.796,1.779,-0.226,1.270,-0.024,10.654,1.961,2.633,-0.218,1.106,2.004,9.529,-1.013,1.886,1.038,0.424,3.670,10.307,-5.349,0.753,-0.249,0.198,3.199,5.612,-3.213,0.609,-1.039,0.434,3.577,10.817,-4.269,0.852,0.046,-0.661,3.381,8.945,-7.465,3.119,0.409,-2.677,1.664,11.047,-6.457,1.612,-1.523,-1.136,-1.549,11.147,-6.596,0.421,-2.880,0.199,-1.099,12.933,-5.310,-2.156,-0.872,0.980,-1.542,9.268,-0.132,-2.129,2.180,-1.110,1.216,-7.475,2.887,1.326,-4.366,-4.366,-6.483,7.025,0.690,-0.487,-0.211,-0.602,-7.487,6.069,3.175,0.202,0.099,-2.049,-8.657,7.333,4.685,0.043,0.796,0.488,-6.924,7.008,1.664,0.538,2.271,1.187,-5.775,9.007,-1.566,0.303,2.771,1.448,-4.113,8.016,-3.400,0.675,2.906,1.059,-3.036,8.516,-4.436,0.011,1.772,0.379,-1.844,7.800,-4.539,-0.377,1.991,0.298,-2.804,8.265,-3.687,0.877,0.012,0.171,0.994,8.590,-8.748,0.185,0.720,-1.815,3.788,7.223,-14.490,1.353,0.507,-0.172,0.972,10.046,-10.044,2.254,-0.054,1.355,-5.040,12.347,-3.919,1.164,-1.894,1.606,4.271,-4.489,-7.424,-2.860,4.236,-3.219,-5.452,4.990,-3.096,-2.260,-0.345,-1.851,-4.034,7.468,-6.100,-2.097,-0.467,-1.310,-19.587,-18.596,-0.553,-3.104,-2.294,-2.682,-8.607,8.272,-1.796,-0.849,-0.976,-1.095,-7.446,7.889,-1.784,-0.139,-0.068,0.779,-5.567,7.661,-1.338,-0.333,0.575,0.842,-4.089,7.769,-2.030,-0.425,1.159,1.559,-2.052,9.316,-2.734,-0.191,0.476,2.543,-0.417,9.596,-3.859,-0.054,-0.167,2.786,4.185,8.191,-4.848,0.086,0.113,1.423,6.050,8.600,-5.284,-0.435,-0.385,0.510,4.398,9.084,-5.720,0.753,-0.465,1.189,4.846,10.604,-4.726,0.607,-0.594,1.149,7.027,11.193,-6.819,0.534,-0.358,0.147,5.329,8.866,-6.179,0.430,-1.522,-0.044,5.626,11.909,-2.409,-0.840,-1.203,-1.248,-2.954,5.641,-2.452,-1.632,0.061,-2.765,-3.469,7.178,-2.650,-1.049,-1.368,-2.473,-5.684,8.011,-1.171,-0.468,-0.073,-1.068,-6.572,8.511,-0.543,-0.379,0.136,0.122,-6.479,10.190,-0.505,-0.012,0.859,0.856,0
10.149,9.792,-6.266,-0.387,-1.256,2.314,9.538,9.481,-5.085,0.462,-0.938,2.066,9.002,9.510,-5.526,0.186,-0.437,1.437,8.734,8.789,-5.485,0.480,-0.367,0.161,7.479,7.779,-4.714,0.019,-1.502,-0.665,4.278,9.127,-2.966,-0.678,-2.053,-0.941,7.247,8.533,-10.922,-1.790,0.368,-4.139,-1.563,7.906,0.057,-2.634,-2.786,-4.366,-6.086,7.930,0.967,-1.293,-1.900,-2.648,-8.583,7.032,2.514,-0.878,-0.716,-0.707,-7.477,8.717,2.919,-0.318,0.623,0.607,-4.985,7.853,0.967,0.305,1.843,1.588,-3.694,9.476,0.555,0.874,1.918,2.512,-1.578,9.558,-1.408,3.485,3.543,4.366,1.460,9.057,-2.863,0.664,1.921,0.892,3.608,9.881,-3.251,0.018,1.319,0.470,6.421,7.582,-4.922,-0.372,0.770,0.154,6.680,8.459,-4.973,-0.663,-0.098,0.485,8.282,7.537,-5.080,-0.429,-0.500,1.178,8.648,10.372,-5.121,-0.199,-0.290,1.202,7.417,8.887,-4.324,0.158,-0.494,0.425,6.021,7.750,-3.598,-0.407,-1.772,-0.413,8.633,2.116,-3.675,-1.191,0.514,-4.366,0.227,7.372,-3.962,-1.198,-3.274,-4.366,-4.594,7.819,0.927,-0.655,-1.392,-1.325,-8.710,8.509,2.344,-0.382,-0.363,0.104,-6.689,8.966,1.331,0.111,1.242,0.598,-1.863,10.135,-0.074,0.806,2.139,2.082,-1.116,10.681,-0.177,1.984,1.805,2.996,1.812,9.459,-1.475,0.876,0.724,1.836,4.183,8.514,-2.361,0.538,1.008,0.797,5.102,8.308,-3.476,0.499,0.674,0.324,7.772,7.345,-4.448,0.411,0.210,0.676,8.645,6.816,-5.691,0.227,-0.256,0.686,9.151,7.602,-5.722,0.648,0.018,0.950,9.043,8.432,-5.102,0.750,0.123,0.555,7.527,8.566,-4.922,0.342,-1.043,0.154,6.847,7.882,-4.496,-0.326,-0.756,-2.108,-5.988,8.724,-1.688,-0.423,0.757,-4.366,-3.651,9.455,-1.963,-0.434,-2.221,-3.638,-5.162,8.212,-2.931,-0.351,-1.995,-2.046,-5.483,7.046,-2.310,-0.042,-1.205,-0.281,-7.954,8.454,-0.871,0.478,-0.673,1.858,-4.820,9.251,-2.399,0.666,0.952,2.056,-1.803,9.629,-2.665,0.387,1.073,1.558,0.967,9.294,-3.268,0.483,1.087,1.781,0.773,9.519,-3.117,0.185,0.352,1.808,4.288,8.279,-4.705,-0.062,0.747,1.050,7.010,6.996,-4.894,-0.408,0.604,0.883,8.418,7.446,-4.896,-0.426,-0.005,0.815,0
8.701,9.421,-5.933,0.097,-0.226,-0.236,8.368,8.404,-5.511,0.599,-0.542,-0.005,5.954,7.807,-4.640,0.161,-1.152,-0.040,4.065,7.908,-5.715,-0.531,-1.250,-1.423,2.902,7.089,-4.515,-0.758,-1.802,-2.647,-3.689,8.131,-1.791,-1.158,-3.335,-3.676,-4.197,9.000,-0.321,-0.224,-2.268,-2.215,-5.502,9.005,0.259,-0.066,-0.887,0.551,-7.580,9.347,0.809,0.301,0.266,0.176,-6.814,10.314,0.982,-0.228,1.185,-0.414,-2.938,9.656,-1.810,-0.039,1.571,0.386,-1.283,9.620,-3.005,0.267,1.780,1.161,0.484,9.100,-3.596,0.202,1.930,0.838,2.624,8.981,-4.908,-0.012,1.719,0.362,6.165,8.368,-4.585,-0.163,1.578,0.500,6.031,7.944,-5.296,0.126,0.742,1.448,6.426,8.928,-5.097,-0.120,0.392,0.592,7.599,8.873,-5.892,0.029,-0.075,-0.188,6.831,8.428,-5.270,0.100,-0.230,-0.132,5.289,8.147,-5.179,-0.130,-1.110,-0.239,4.075,8.452,-4.767,-0.762,-0.838,-0.579,0.546,8.126,-3.895,-0.561,-1.090,-1.026,-2.428,9.495,-2.049,-0.227,-0.729,-1.141,0.546,9.380,-3.986,-1.391,1.356,-3.335,-9.086,10.154,-0.321,-0.620,-0.731,-0.758,-6.586,9.179,-1.472,-0.057,0.347,0.089,-3.213,7.549,-1.824,0.236,0.829,1.367,-1.975,9.258,-1.829,0.213,1.428,2.001,0.718,9.079,-2.435,0.161,1.652,1.644,2.952,8.564,-2.586,0.003,1.038,1.489,8.550,7.824,-3.462,-0.089,-0.344,1.994,11.157,7.515,-5.866,0.705,-0.139,1.416,10.525,7.381,-5.962,0.389,-0.065,1.142,9.199,8.279,-5.502,0.517,-0.274,0.673,8.612,7.391,-4.839,0.441,-0.573,-0.256,7.001,7.034,-4.429,-0.156,-1.465,-0.561,5.394,7.195,-4.298,-0.495,-1.733,-1.243,0.740,6.419,-2.468,-0.915,-3.398,-4.366,-6.692,8.906,-0.208,-0.717,-2.188,-1.703,-8.282,9.239,0.029,-0.989,-1.252,-1.312,-8.583,10.290,0.376,0.082,0.031,-0.265,-5.217,8.904,-0.826,0.469,1.300,0.683,-3.055,9.464,-1.700,0.691,2.092,2.228,-1.173,10.197,-2.521,1.609,2.978,3.966,1.879,9.249,-2.995,0.536,2.136,1.133,5.133,6.766,-4.779,0.328,2.004,0.870,7.453,5.976,-6.780,-0.073,1.337,0.979,9.596,6.160,-5.538,-0.848,-0.460,1.171,9.048,6.742,-6.524,-0.640,-0.181,0.298,10.886,7.489,-5.880,0.014,-0.070,0.673,0
9.239,0.558,-10.755,2.564,-4.366,0.873,4.441,9.041,-9.431,2.543,-2.140,4.213,4.709,11.526,-5.059,-1.911,-0.055,2.915,-1.982,13.345,-1.523,-4.366,0.635,1.613,3.752,-3.740,1.195,-4.286,0.570,4.366,3.668,2.583,-2.373,1.564,3.817,2.530,10.714,9.079,-5.085,0.865,4.366,2.951,6.591,5.409,0.213,1.594,4.366,2.563,8.756,6.232,-0.342,-1.588,2.235,1.150,9.349,-0.297,-2.698,0.301,0.279,0.312,9.086,6.381,-0.881,1.497,0.125,-0.327,8.341,3.749,-2.059,1.335,-0.998,0.104,8.418,4.769,-2.095,1.182,-0.773,-0.739,7.561,6.567,1.736,0.116,0.561,1.817,9.510,1.293,0.706,-0.495,3.030,0.717,9.409,9.337,-3.024,-0.756,-0.605,-3.392,10.060,7.101,-1.408,0.271,-2.920,-2.602,9.230,6.658,-4.051,-0.681,-2.535,-1.721,6.474,4.396,-4.118,-0.905,-2.102,-3.230,4.556,5.315,-4.597,-0.637,-2.895,-2.106,2.538,9.464,-2.097,-2.638,-1.047,-0.010,2.720,10.326,-1.547,-0.464,0.887,-1.597,-0.759,9.694,-4.733,-0.957,-4.366,-4.366,-1.434,12.203,-0.709,0.185,-1.052,-2.007,-2.016,9.981,0.285,3.296,3.299,-2.345,-4.501,8.516,-3.728,1.719,-1.380,-1.452,-3.871,9.792,-1.305,1.369,-2.552,-2.335,-3.536,10.175,-1.867,1.242,-0.377,0.107,-4.355,2.957,-5.997,1.096,1.790,2.375,1.195,8.787,-3.814,0.186,1.950,1.141,2.095,7.453,-7.254,0.103,2.239,0.846,19.613,8.904,-10.398,2.020,-1.351,4.366,13.798,8.064,-9.634,-0.541,-0.747,-0.978,7.630,3.893,-8.265,-0.414,1.733,0.197,9.938,6.223,-10.432,-0.649,0.921,0.104,7.992,6.151,-8.748,-0.858,0.100,0.039,6.352,5.610,-4.465,0.245,0.552,0.545,1.810,6.246,-3.153,0.241,-2.952,-4.366,-0.761,8.581,-2.617,-1.298,-1.352,-4.366,-4.429,8.768,-1.532,-1.056,-0.348,-3.836,-7.187,8.203,0.062,0.214,-2.572,-3.327,-7.889,7.549,-2.593,0.442,-0.374,-0.537,-6.773,6.462,-2.069,1.433,1.115,1.295,-4.575,7.726,-4.171,1.071,2.521,1.744,-1.942,8.516,-5.545,0.564,1.747,0.790,-0.165,7.329,-4.956,0.511,0.674,0.593,-0.108,9.333,-8.016,1.075,2.733,2.088,3.792,8.851,-6.953,0.834,1.824,-0.254,3.812,6.819,-6.740,-0.939,0.116,-0.440,5.523,7.197,-6.917,-1.090,-0.434,-0.178,0
9.756,5.329,-10.704,-1.807,1.099,1.035,2.011,7.350,-5.820,-0.343,-0.211,0.551,4.427,8.796,-8.519,-1.334,0.732,2.166,2.454,7.946,-5.411,-0.542,-1.613,-0.334,-0.651,10.590,-5.578,-2.033,-2.192,-1.387,-4.257,7.757,-3.215,-2.144,-1.013,-2.557,-6.041,9.902,-0.883,-1.694,-1.925,-1.338,-10.355,8.308,0.601,0.185,-0.395,0.180,-5.222,8.406,-1.144,-0.019,0.744,0.790,-4.559,8.380,-1.575,0.155,0.901,0.733,-1.982,8.169,-3.984,2.669,1.015,-1.487,-1.417,7.779,-4.422,0.648,0.368,-0.446,0.479,8.868,-7.137,0.370,0.386,0.126,0.891,6.431,-3.740,-0.626,0.264,0.107,3.610,8.571,-8.095,-0.261,0.213,0.674,3.227,9.316,-7.791,0.117,0.013,0.568,3.632,10.029,-8.801,0.678,0.185,0.316,3.254,9.419,-8.064,0.812,-0.594,0.017,2.069,8.916,-7.511,0.717,-1.019,-0.353,0.369,8.464,-6.294,0.708,-1.426,0.002,-2.533,8.361,-5.174,0.327,-1.375,0.166,-5.516,7.151,-2.823,-0.341,-1.075,-0.343,-7.384,6.721,-2.006,-1.175,-1.092,-1.622,-6.881,6.474,-2.150,-0.543,0.101,-0.381,-6.687,7.396,-2.251,-0.028,1.072,1.047,-5.171,8.617,-3.553,-0.143,1.418,0.701,-1.147,10.728,-4.080,0.381,0.891,0.395,-1.051,7.523,-4.906,0.459,1.036,0.826,0.153,6.821,-5.866,0.402,1.063,0.765,2.164,6.613,-9.160,-0.191,0.594,0.974,4.666,9.390,-9.780,-0.558,-0.272,1.240,-6.709,-0.515,-5.823,0.068,2.046,2.229,6.838,8.650,-9.926,0.563,0.041,0.639,5.136,8.133,-12.062,0.027,1.478,1.447,3.613,7.803,-8.346,-1.817,-0.502,-0.570,2.411,7.827,-7.128,-2.206,-1.163,-2.740,-2.284,8.674,-2.076,-1.591,-4.366,-4.366,-6.455,5.859,0.709,-0.497,-2.461,-1.318,-8.904,6.048,1.166,-0.421,-0.924,-0.569,-7.159,6.194,-0.464,-0.195,0.450,-0.012,-5.825,7.357,-1.518,0.670,1.197,1.527,-5.078,9.783,-2.377,2.136,2.627,3.851,-2.533,9.103,-3.797,1.182,2.409,2.151,0.101,8.114,-4.939,0.618,2.392,0.654,2.749,6.744,-5.892,0.091,2.147,0.010,5.598,7.709,-7.017,-0.539,2.022,0.438,7.005,8.897,-7.707,-0.517,0.799,-0.201,7.858,8.796,-8.856,0.273,0.346,0.503,4.961,10.558,-7.118,0.346,-0.490,0.348,4.439,9.424,-7.005,0.412,-1.511,-0.200,0
-7.343,12.933,-2.263,-4.366,-0.770,-3.050,-6.151,7.216,-2.284,-1.508,-0.141,-2.490,-10.180,9.476,0.302,-0.924,1.255,-1.102,-5.588,8.559,-1.951,-0.396,0.350,-1.473,-3.936,8.540,-2.691,0.078,0.163,0.169,-4.096,8.274,-3.179,0.303,0.483,0.312,-2.456,8.684,-4.053,0.477,0.660,0.356,2.995,5.684,-6.021,0.506,1.436,-0.888,-3.081,9.309,-4.300,0.240,1.190,0.478,-2.279,9.067,-4.834,0.080,0.201,0.086,-1.460,9.017,-4.978,0.100,0.372,0.291,-1.750,8.780,-4.896,-0.154,-0.080,0.136,-1.709,8.768,-4.851,-0.123,0.120,0.110,-1.650,8.734,-4.640,-0.032,0.131,0.126,-1.702,8.780,-4.911,-0.139,0.023,0.105,-1.623,8.866,-4.796,-0.160,0.061,0.114,-1.432,8.684,-4.583,-0.161,-0.046,-0.013,-1.769,8.535,-4.544,-0.046,0.049,0.115,-1.664,8.796,-4.611,-0.071,-0.007,0.105,-1.520,8.760,-4.736,-0.044,0.002,0.094,-1.539,8.854,-4.678,-0.092,0.052,0.158,-1.379,9.036,-4.678,-0.014,0.048,0.116,-1.118,8.756,-4.884,-0.055,0.032,0.152,-0.982,8.657,-4.978,-0.018,0.025,0.165,-0.876,8.942,-4.762,-0.035,0.042,0.149,-0.996,8.799,-4.891,-0.069,-0.057,0.062,-1.125,8.605,-4.855,-0.023,-0.012,0.095,-1.231,8.736,-4.772,0.023,0.033,0.182,-1.494,8.856,-4.666,0.097,0.036,0.342,-3.223,8.734,-4.561,0.219,0.042,0.985,-3.733,8.277,-5.025,0.708,0.280,1.680,-2.591,7.484,-5.514,1.403,0.558,2.257,-10.190,7.099,-8.143,1.378,0.696,1.746,-0.836,6.682,-3.706,0.139,-4.366,-0.171,5.375,7.058,-6.249,0.057,0.011,-0.540,6.414,7.446,-7.551,0.510,0.938,1.349,7.530,8.471,-9.371,0.405,0.275,1.037,7.326,9.345,-9.524,0.165,-0.284,-0.512,5.399,7.661,-7.712,0.328,0.153,-0.817,0.769,7.987,-5.868,-0.048,0.374,-0.853,0.383,8.770,-6.220,-0.390,0.016,-1.573,-1.070,7.776,-6.139,-0.591,0.667,-1.855,0.122,8.964,-6.400,-0.740,0.597,-1.382,-0.682,8.473,-5.962,-0.442,0.088,-0.764,-1.568,6.687,-5.861,-0.111,-0.617,-0.384,-0.754,8.827,-5.715,-0.442,-0.952,-0.600,-5.571,6.639,-5.528,-0.237,0.337,1.514,-5.078,6.771,-5.136,0.117,0.670,1.068,-3.089,7.305,-4.561,0.342,0.361,1.082,-0.108,5.562,-4.980,-0.110,-3.198,4.104,0
5.265,11.696,-7.379,-0.767,-0.018,0.457,7.051,6.601,-8.011,-0.023,-0.730,1.148,8.933,7.001,-9.041,0.040,-0.718,0.687,7.796,7.192,-8.684,0.430,0.256,0.056,10.836,4.243,-12.974,0.997,1.964,0.510,4.468,11.698,-12.483,0.829,-0.069,-0.780,2.404,5.691,-6.249,0.854,-2.658,-0.212,-2.540,6.606,-5.435,-0.427,-2.282,-1.216,-8.073,7.671,-2.974,-1.539,-2.331,-2.748,-11.665,10.075,-2.516,-0.416,0.010,-0.183,-6.704,7.970,-3.421,-0.384,0.367,-0.903,-2.895,7.166,-5.092,-0.689,0.726,-0.555,-0.862,7.460,-5.698,-0.610,1.114,0.112,7.963,7.465,-8.535,-0.024,2.795,4.010,2.399,7.166,-6.225,0.238,1.022,1.287,5.246,6.888,-6.460,0.114,1.023,1.186,4.920,7.405,-7.887,0.090,0.476,1.433,2.495,6.543,-9.979,0.446,1.936,2.777,5.033,6.440,-9.515,0.385,0.531,1.028,6.024,7.752,-11.179,-0.138,0.327,0.385,5.708,6.316,-7.872,-0.671,-1.387,-1.216,2.928,7.635,-5.428,-1.017,-1.481,-2.623,-1.702,7.381,-4.013,-1.015,-1.404,-1.559,-5.655,8.059,-2.265,-1.411,-1.027,-1.374,-8.775,8.830,-2.708,-0.591,-0.247,0.477,-5.921,8.918,-3.287,0.053,0.560,0.802,-2.404,8.792,-3.345,0.240,0.537,0.637,-4.178,10.439,0.192,1.404,0.838,1.183,1.750,9.321,-5.614,0.618,1.150,1.021,3.630,7.697,-5.521,0.108,1.052,0.083,5.497,7.142,-5.471,-0.372,1.108,-0.110,7.800,7.391,-6.596,-0.400,1.020,0.255,9.637,6.814,-6.840,0.064,0.216,0.501,8.562,6.694,-6.895,0.215,-0.139,0.579,6.680,8.059,-6.416,0.030,-0.822,-0.024,4.475,8.303,-6.213,-0.281,-1.091,-0.880,1.415,8.095,-4.178,-0.077,-0.568,-0.765,-2.744,9.754,-4.851,-1.114,-1.541,-2.478,-8.305,10.403,-3.847,-0.804,-0.814,-0.672,-7.709,8.286,-4.707,-0.139,0.103,0.175,-2.863,7.791,-4.338,1.060,1.145,1.459,1.209,9.064,-5.152,0.740,1.551,1.901,2.993,7.884,-4.908,0.324,1.001,0.483,5.353,7.144,-4.970,-0.159,1.135,0.089,7.082,7.582,-5.296,-0.648,0.712,0.065,9.917,6.376,-5.930,-0.456,0.590,0.976,9.541,7.915,-6.167,-0.215,0.000,0.861,9.282,7.563,-5.782,0.097,-0.150,0.697,7.123,6.256,-4.760,-0.186,-1.435,0.202,5.126,7.891,-5.124,-0.916,-0.746,0.055,0
